"Drevnice",""
"Hana",""
"Chomutovka",""
"Chrudimka",""
"Jevisovka",""
"Kamenice_(J._Cechy)",""
"Kamenice_(S._Cechy)",""
"Klabava",""
"Kocaba",""
"Krupa",""
"Kremelna",""
"Kyjovka",""
"Litavka",""
"Lodenice",""
"Lomnice",""
"Loucna",""
"Luzicka_Nisa",""
"Metuje",""
"Moravice",""
"Moravska_Dyje",""
"Moravska_Sazava",""
"Mostenka",""
"Mrlina",""
"Nezarka",""
"Novohradka",""
"Olsava",""
"Olse",""
"Opavice",""
"Oskava",""
"Oslava",""
"Ploucnice",""
"Punkva",""
"Rokytna",""
"Rolava",""
"Romze",""
"Roznovska_Becva",""
"Skalice",""
"Smeda",""
"Stenava",""
"Stropnice",""
"Strela",""
"Svatava",""
"Tepla",""
"Ticha_Orlice",""
"Trkmanka",""
"Trebuvka",""
"Tremosna",""
"Upa",""
"Velicka",""
"Vidnavka",""
"Volynka",""
"Vsetinska_Becva",""
"Vydra",""
"Vyrovka",""
"Zlata_stoka",""
"Zeletavka",""
"Zelivka",""
"Zirovnice",""
"Helsingborg",""
"Uppsala",""
"Goteborg",""
"Karlstad",""
"Malmo",""
"Lund",""
"Norrkoping",""
"Gavle",""
"Vasteras",""
"Orebro",""
"Jonkoping",""
"Huddinge",""
"Linkoping",""
"Narvik",""
"Bergen",""
"Stavanger",""
"Drammen",""
"Fredrikstad",""
"Kristiansand",""
"Lillehammer",""
"Molde",""
"Skien",""
"Trondheim",""
"Asker",""
"Bodo",""
"Tromso",""
"Pori",""
"Turku",""
"Espoo",""
"Oulu",""
"Vantaa",""
"Tampere",""
"Kuopio",""
"Lahti",""
"Joensuu",""
"Kouvola",""
"Lappeenranta",""
"Hameenlinna",""
"Jyvaskyla",""
"Colorado",""
"Red",""
"Arkansas",""
"Yellowstone",""
"Platte",""
"Ohio",""
"Snake",""
"Columbia",""
"Liard",""
"Peace",""
"Athabasca",""
"Thelon",""
"Churchill",""
"Nelson",""
"Saskatchewan",""
"Hudson",""
"Reka_sv._Vavrince",""
"Kaspicke_more",""
"Azovske_more",""
"Cerne_more",""
"Bospor",""
"Dardanely",""
"Marmanske_more",""
"Egejske_more",""
"Jonske_more",""
"Tyrhenske_more",""
"Jaderske_more",""
"Stredozemni_more",""
"Lvi_zaliv",""
"Balearske_more",""
"Ligurske_more",""
"Gibraltarsky_pruliv",""
"Biskajsky_zaliv",""
"Lamanssky_pruliv",""
"Doverska_uzina",""
"Irske_more",""
"Severni_more",""
"Norske_more",""
"Barentsovo_more",""
"Bile_more",""
"Finsky_zaliv",""
"Botnicky_zaliv",""
"Baltske_more",""
